crop_type,crop_growth_stage,soil_type,soil_ph,soil_moisture,organic_carbon,electrical_conductivity,N,P,K,temperature_c,humidity,rainfall_mm,sunlight_hours,wind_speed_kmh,season,irrigation_type,water_source,field_area_hectare,mulching_used,previous_irrigation_mm,region,irrigation_need,water_required_mm
Cotton,Sowing,Silt,7.06,15.27,1.56,1.72,117.0,46.0,19.0,17.69,64.45,815.49,6.45,12.18,Kharif,Drip,Reservoir,3.6,No,88.74,Central,Medium,69.5
Rice,Sowing,Silt,7.22,32.83,0.31,2.54,80.0,47.0,40.0,26.85,88.38,2053.9,5.92,3.03,Kharif,Sprinkler,Groundwater,12.07,Yes,72.27,North,Low,39.24
Rice,Vegetative,Clay,7.8,42.74,1.53,2.4,80.0,47.0,40.0,23.92,47.36,2374.99,10.62,13.78,Zaid,Canal,Reservoir,10.3,No,31.56,Central,Medium,21.77
Rice,Flowering,Loamy,6.06,46.53,1.01,2.02,80.0,47.0,40.0,18.17,53.53,1298.14,7.09,3.95,Rabi,Canal,River,1.35,No,88.43,Central,Low,46.55
Maize,Harvest,Silt,8.06,49.55,0.54,0.84,76.0,48.5,20.0,19.13,73.9,665.03,9.06,6.63,Zaid,Canal,River,6.29,No,97.36,Central,Low,29.32
Rice,Harvest,Silt,7.07,47.63,0.48,0.72,80.0,47.0,40.0,28.63,84.24,2126.15,7.96,1.89,Kharif,Rainfed,Rainwater,14.24,Yes,101.3,South,Low,34.23
Maize,Vegetative,Silt,6.66,49.31,0.47,2.52,76.0,48.5,20.0,14.8,27.08,1551.85,9.13,16.95,Rabi,Sprinkler,Rainwater,8.9,Yes,106.1,North,Low,43.75
Maize,Harvest,Sandy,7.37,47.52,0.51,3.13,76.0,48.5,20.0,12.66,44.02,761.96,4.32,15.22,Kharif,Drip,Groundwater,9.37,Yes,43.2,West,Low,12.69
Rice,Flowering,Loamy,7.53,47.15,0.44,2.25,80.0,47.0,40.0,19.72,66.89,2162.43,10.97,15.65,Zaid,Drip,Reservoir,3.04,Yes,87.07,North,Low,46.31
Cotton,Vegetative,Loamy,6.68,37.34,1.18,1.6,117.0,46.0,19.0,27.06,64.52,600.59,5.84,19.97,Kharif,Sprinkler,Groundwater,1.02,Yes,109.56,North,Low,57.32
Rice,Harvest,Loamy,6.46,57.47,0.58,1.23,80.0,47.0,40.0,32.61,52.74,919.82,8.92,7.27,Zaid,Rainfed,Groundwater,2.32,Yes,5.96,East,Low,1.89
Rice,Vegetative,Loamy,5.09,52.41,1.42,3.23,80.0,47.0,40.0,13.07,38.47,386.13,9.34,6.09,Rabi,Canal,Reservoir,2.06,Yes,40.99,South,Low,18.71
Maize,Flowering,Clay,8.04,49.42,1.05,0.34,76.0,48.5,20.0,32.85,53.97,2122.73,6.9,13.37,Kharif,Canal,River,9.33,Yes,7.91,North,Medium,6.69
Rice,Flowering,Loamy,5.37,45.26,1.51,2.55,80.0,47.0,40.0,35.69,30.44,110.68,10.02,19.97,Kharif,Sprinkler,Reservoir,13.31,Yes,100.04,East,Medium,128.91
Cotton,Sowing,Loamy,6.48,46.99,0.71,1.64,117.0,46.0,19.0,38.81,43.03,2455.38,4.09,8.81,Kharif,Drip,Groundwater,10.78,Yes,79.64,South,Low,42.48
Cotton,Harvest,Loamy,7.77,24.81,1.57,2.52,117.0,46.0,19.0,16.59,47.8,2494.43,6.92,15.39,Rabi,Canal,Rainwater,1.53,No,91.8,West,Medium,47.89
Rice,Harvest,Clay,7.82,8.51,1.57,0.33,80.0,47.0,40.0,13.29,80.78,353.79,6.51,15.9,Rabi,Sprinkler,Rainwater,10.59,Yes,38.82,Central,Low,17.01
Cotton,Flowering,Sandy,4.93,60.76,0.92,1.73,117.0,46.0,19.0,21.15,83.12,861.65,8.18,9.1,Kharif,Sprinkler,Rainwater,1.35,Yes,78.72,South,Low,36.88
Rice,Vegetative,Clay,6.83,54.13,0.73,0.46,80.0,47.0,40.0,26.12,80.21,85.26,6.83,2.29,Kharif,Drip,River,9.73,No,35.73,East,Medium,32.67
Maize,Flowering,Clay,6.75,28.15,1.15,0.57,76.0,48.5,20.0,19.12,58.58,1338.66,6.73,13.97,Zaid,Sprinkler,Rainwater,3.35,No,35.18,South,Medium,31.47
Maize,Vegetative,Sandy,7.56,59.33,0.8,1.89,76.0,48.5,20.0,13.48,43.46,1625.66,4.26,18.85,Kharif,Rainfed,Rainwater,6.49,No,78.03,East,Medium,41.39
Rice,Flowering,Loamy,8.09,27.23,1.22,1.29,80.0,47.0,40.0,12.7,32.51,1531.23,4.15,15.99,Zaid,Sprinkler,Groundwater,9.21,No,93.04,Central,Medium,80.19
Cotton,Flowering,Silt,8.19,52.76,0.9,2.93,117.0,46.0,19.0,24.29,85.69,292.5,10.18,13.43,Kharif,Drip,Reservoir,14.72,No,91.44,Central,Medium,85.28
Cotton,Flowering,Loamy,7.69,47.02,0.54,0.64,117.0,46.0,19.0,40.64,30.25,2012.52,9.61,16.14,Rabi,Drip,Groundwater,11.94,Yes,84.54,South,Medium,78.09
Rice,Flowering,Loamy,6.12,63.61,0.38,2.41,80.0,47.0,40.0,12.05,36.38,1447.89,5.05,9.66,Rabi,Sprinkler,Reservoir,11.64,Yes,101.83,Central,Low,43.23
Cotton,Vegetative,Clay,5.53,59.24,1.19,1.24,117.0,46.0,19.0,16.59,80.66,2190.96,9.19,5.06,Zaid,Drip,Reservoir,13.48,No,46.79,East,Low,17.7
Maize,Sowing,Loamy,6.25,11.88,0.89,2.24,76.0,48.5,20.0,39.47,76.48,77.69,7.34,7.66,Zaid,Sprinkler,Groundwater,5.29,No,53.52,East,Medium,75.52
Maize,Vegetative,Clay,7.99,25.22,0.62,0.78,76.0,48.5,20.0,35.31,53.61,1723.03,8.65,13.11,Zaid,Sprinkler,Rainwater,13.48,Yes,6.88,North,Medium,6.16
Cotton,Sowing,Sandy,6.26,26.25,0.5,0.2,117.0,46.0,19.0,24.58,84.4,2411.38,6.07,10.24,Rabi,Canal,Rainwater,12.29,Yes,88.86,Central,Low,49.82
Cotton,Harvest,Loamy,6.95,45.8,1.04,1.51,117.0,46.0,19.0,37.8,60.66,1786.99,5.08,11.18,Kharif,Sprinkler,River,10.64,Yes,56.58,Central,Low,21.18
Maize,Sowing,Sandy,7.52,36.35,1.55,1.69,76.0,48.5,20.0,18.0,76.78,1649.61,5.97,13.43,Kharif,Canal,Reservoir,2.98,Yes,31.02,South,Low,14.92
Rice,Flowering,Silt,6.34,45.95,1.13,2.66,80.0,47.0,40.0,32.51,40.4,44.92,9.24,19.56,Rabi,Canal,Reservoir,8.48,Yes,35.24,South,Medium,45.89
Rice,Flowering,Clay,6.61,57.93,1.23,0.41,80.0,47.0,40.0,25.77,44.97,1173.06,4.87,14.98,Rabi,Rainfed,Reservoir,8.91,No,66.75,Central,Medium,48.31
Maize,Flowering,Clay,5.95,61.53,1.37,0.8,76.0,48.5,20.0,31.08,25.81,1306.76,8.75,6.18,Rabi,Canal,Reservoir,9.13,Yes,67.03,West,Low,34.35
Cotton,Sowing,Silt,7.04,43.22,1.07,0.74,117.0,46.0,19.0,12.38,75.08,1081.2,5.43,9.82,Kharif,Rainfed,Groundwater,8.67,No,11.51,West,Low,5.03
Rice,Harvest,Silt,4.99,53.45,1.38,1.06,80.0,47.0,40.0,23.24,41.42,314.25,4.02,9.46,Zaid,Drip,Reservoir,7.24,No,16.94,West,Low,6.22
Maize,Vegetative,Loamy,4.86,25.19,1.32,3.43,76.0,48.5,20.0,24.44,53.71,933.4,5.44,17.45,Kharif,Sprinkler,Groundwater,12.32,No,31.11,North,Medium,25.1
Cotton,Vegetative,Clay,5.85,57.07,1.25,3.34,117.0,46.0,19.0,28.92,61.21,54.61,8.67,12.8,Rabi,Canal,Groundwater,5.85,No,37.35,West,Medium,34.76
Cotton,Flowering,Clay,6.59,44.13,1.32,0.8,117.0,46.0,19.0,38.39,81.31,2312.13,7.98,14.72,Kharif,Drip,River,6.03,No,48.11,Central,Medium,45.05
Cotton,Harvest,Clay,7.81,27.16,1.23,1.19,117.0,46.0,19.0,15.02,75.02,917.72,10.77,17.07,Zaid,Sprinkler,River,3.66,No,97.37,North,Low,34.29
Maize,Vegetative,Clay,6.31,30.03,0.87,1.37,76.0,48.5,20.0,26.73,87.53,1317.23,5.51,7.04,Rabi,Drip,River,11.44,Yes,22.28,East,Low,12.37
Rice,Harvest,Clay,6.89,44.99,1.51,3.36,80.0,47.0,40.0,33.09,46.14,2209.04,4.41,13.3,Kharif,Canal,Groundwater,8.0,No,2.18,Central,Low,0.79
Cotton,Vegetative,Loamy,6.23,24.76,1.05,2.68,117.0,46.0,19.0,12.6,35.86,2442.0,5.14,17.74,Rabi,Canal,Reservoir,10.2,Yes,47.64,North,Medium,34.9
Cotton,Harvest,Sandy,7.6,41.61,1.3,2.99,117.0,46.0,19.0,34.1,94.46,2266.57,5.18,1.43,Zaid,Drip,River,1.87,No,72.78,East,Low,27.41
Maize,Sowing,Clay,5.48,52.88,0.86,0.38,76.0,48.5,20.0,35.6,69.01,1759.67,4.59,1.7,Rabi,Canal,River,6.41,Yes,89.14,Central,Low,43.57
Maize,Vegetative,Sandy,5.01,10.59,1.59,1.41,76.0,48.5,20.0,14.7,62.24,565.52,4.8,15.97,Rabi,Drip,Groundwater,13.4,Yes,56.95,West,Medium,43.31
Rice,Harvest,Sandy,5.61,14.07,1.3,1.22,80.0,47.0,40.0,17.5,64.01,698.03,8.93,4.23,Kharif,Rainfed,River,5.19,Yes,80.17,West,Low,30.7
Maize,Harvest,Silt,6.25,54.43,1.05,2.02,76.0,48.5,20.0,25.89,69.91,1774.93,10.94,6.61,Zaid,Rainfed,Reservoir,6.39,No,64.87,North,Low,19.92
Cotton,Harvest,Silt,7.28,43.54,1.51,0.72,117.0,46.0,19.0,31.12,76.23,2060.3,8.73,11.93,Kharif,Rainfed,River,11.41,No,46.55,East,Low,16.75
Maize,Vegetative,Sandy,6.92,18.89,1.48,2.02,76.0,48.5,20.0,31.12,30.48,2098.57,8.96,3.06,Zaid,Canal,River,3.78,Yes,70.47,South,Medium,63.19
Rice,Harvest,Silt,7.57,11.44,0.73,0.22,80.0,47.0,40.0,29.25,46.77,1979.11,8.23,18.21,Zaid,Canal,River,0.88,Yes,48.67,East,Low,21.01
Maize,Flowering,Silt,5.9,42.01,0.63,2.69,76.0,48.5,20.0,12.25,39.97,2088.39,5.52,10.12,Kharif,Sprinkler,Reservoir,7.31,No,6.48,South,Medium,4.91
Maize,Vegetative,Sandy,5.01,54.01,0.62,2.75,76.0,48.5,20.0,34.37,90.71,2400.61,4.45,0.77,Rabi,Sprinkler,Reservoir,6.55,No,34.24,West,Medium,23.37
Rice,Vegetative,Silt,5.37,48.45,1.02,1.55,80.0,47.0,40.0,33.87,72.86,1791.82,10.83,15.79,Zaid,Rainfed,Rainwater,0.67,No,94.81,West,Medium,68.13
Maize,Harvest,Loamy,5.42,49.59,0.87,2.05,76.0,48.5,20.0,20.44,40.77,767.74,8.83,10.11,Kharif,Rainfed,Reservoir,1.32,No,33.09,South,Low,10.1
Maize,Sowing,Silt,5.12,59.51,1.45,0.64,76.0,48.5,20.0,12.28,88.42,2237.39,6.76,13.5,Rabi,Canal,River,7.5,Yes,100.98,Central,Low,37.42
Cotton,Vegetative,Clay,7.89,53.39,1.09,0.18,117.0,46.0,19.0,16.36,29.47,1930.19,7.7,14.59,Zaid,Sprinkler,Rainwater,10.3,No,64.75,East,Medium,37.15
Cotton,Flowering,Silt,6.38,30.87,0.54,1.52,117.0,46.0,19.0,29.21,47.38,1207.45,5.87,15.86,Rabi,Rainfed,Groundwater,13.27,Yes,6.0,West,Low,4.07
Cotton,Flowering,Sandy,4.88,54.73,0.66,0.98,117.0,46.0,19.0,31.15,55.49,2188.7,4.74,7.4,Rabi,Sprinkler,Groundwater,5.75,No,100.95,West,Medium,79.63
Maize,Flowering,Sandy,7.89,15.21,0.98,3.08,76.0,48.5,20.0,35.65,44.86,44.79,7.47,18.9,Zaid,Sprinkler,Rainwater,13.82,Yes,80.16,East,High,174.51
Maize,Sowing,Clay,8.0,12.77,1.16,1.68,76.0,48.5,20.0,38.62,68.29,585.77,4.97,3.25,Kharif,Drip,Rainwater,10.56,No,75.06,West,Medium,72.06
Cotton,Sowing,Silt,7.75,57.25,0.46,1.5,117.0,46.0,19.0,29.57,82.83,410.59,6.24,19.36,Kharif,Canal,Groundwater,2.43,Yes,106.61,East,Low,52.57
Maize,Flowering,Sandy,4.95,21.82,0.57,0.36,76.0,48.5,20.0,24.08,34.78,1924.45,9.15,12.35,Kharif,Rainfed,Reservoir,1.01,Yes,19.99,North,Medium,19.8
Maize,Vegetative,Loamy,8.11,37.83,0.96,0.23,76.0,48.5,20.0,38.46,28.63,1562.31,4.84,4.38,Kharif,Drip,River,7.02,No,33.97,North,Medium,28.1
Maize,Vegetative,Sandy,4.86,18.5,0.7,0.69,76.0,48.5,20.0,30.25,47.36,1837.81,6.44,3.77,Zaid,Sprinkler,Rainwater,3.84,No,82.16,West,Medium,73.07
Maize,Vegetative,Sandy,6.05,37.41,0.6,3.13,76.0,48.5,20.0,18.78,60.52,282.83,10.82,14.34,Kharif,Sprinkler,River,2.35,No,9.43,South,Medium,8.08
Cotton,Vegetative,Sandy,8.08,60.82,1.14,1.47,117.0,46.0,19.0,12.47,92.12,655.7,4.12,18.72,Kharif,Drip,Reservoir,14.39,No,95.28,Central,Medium,49.71
Cotton,Harvest,Silt,5.35,32.46,0.71,2.55,117.0,46.0,19.0,12.48,48.84,741.34,8.57,11.98,Zaid,Rainfed,Groundwater,11.34,No,71.47,South,Low,24.08
Cotton,Sowing,Sandy,5.42,61.52,0.44,2.06,117.0,46.0,19.0,13.54,66.4,1504.64,7.18,15.74,Zaid,Rainfed,Rainwater,1.6,Yes,44.69,North,Low,16.19
Maize,Harvest,Loamy,5.42,53.07,1.11,2.7,76.0,48.5,20.0,24.5,67.29,2172.28,9.87,11.33,Zaid,Sprinkler,Groundwater,0.59,No,107.53,West,Low,33.03
Cotton,Sowing,Silt,6.97,22.37,0.84,3.35,117.0,46.0,19.0,19.15,37.53,796.73,10.48,14.41,Kharif,Sprinkler,Rainwater,7.14,No,111.09,Central,Medium,86.77
Maize,Flowering,Sandy,6.21,19.49,0.79,0.22,76.0,48.5,20.0,29.98,71.76,782.74,9.11,2.05,Zaid,Canal,Groundwater,12.13,No,27.09,East,Medium,28.84
Cotton,Harvest,Loamy,7.75,15.13,0.75,0.35,117.0,46.0,19.0,25.91,39.03,1944.57,10.11,8.02,Rabi,Sprinkler,Rainwater,9.86,Yes,51.53,West,Low,21.53
Rice,Sowing,Loamy,5.67,16.1,1.48,2.75,80.0,47.0,40.0,29.65,52.11,168.79,9.59,4.81,Rabi,Sprinkler,Groundwater,1.71,Yes,96.58,North,Medium,116.61
Maize,Sowing,Sandy,5.84,20.73,0.48,1.41,76.0,48.5,20.0,25.42,66.57,2256.57,9.55,11.66,Zaid,Canal,Reservoir,2.73,Yes,30.46,South,Low,17.99
Cotton,Harvest,Silt,6.63,52.9,0.69,0.39,117.0,46.0,19.0,40.13,35.36,2487.78,4.96,13.51,Kharif,Rainfed,River,2.29,Yes,4.34,South,Low,1.54
Cotton,Vegetative,Clay,7.61,58.73,0.34,2.16,117.0,46.0,19.0,40.89,40.77,983.28,8.28,10.07,Kharif,Canal,Groundwater,5.43,No,9.88,South,Medium,6.74
Rice,Vegetative,Clay,6.25,63.04,1.49,0.91,80.0,47.0,40.0,22.28,42.83,875.72,5.21,16.03,Rabi,Sprinkler,Groundwater,4.06,Yes,2.98,East,Low,1.15
Cotton,Flowering,Loamy,8.04,48.16,1.21,0.47,117.0,46.0,19.0,17.76,53.11,2213.01,8.38,2.75,Zaid,Canal,Reservoir,8.88,No,81.64,North,Low,42.11
Maize,Harvest,Silt,7.65,55.99,1.25,0.44,76.0,48.5,20.0,41.99,38.93,1480.15,7.13,18.99,Rabi,Rainfed,Groundwater,3.77,Yes,37.75,South,Low,13.0
Maize,Sowing,Clay,6.99,26.43,1.02,1.66,76.0,48.5,20.0,33.4,72.98,719.68,6.62,11.94,Rabi,Rainfed,Reservoir,6.87,Yes,102.01,Central,Low,62.17
Rice,Flowering,Sandy,5.4,35.28,1.24,1.33,80.0,47.0,40.0,34.21,80.02,2474.68,5.09,1.13,Rabi,Sprinkler,River,4.68,No,86.4,East,Medium,84.43
Maize,Harvest,Silt,6.71,37.2,0.69,3.33,76.0,48.5,20.0,32.39,33.67,701.84,7.25,18.23,Kharif,Rainfed,River,14.47,No,75.81,East,Low,29.25
Rice,Harvest,Silt,6.56,61.0,0.75,1.24,80.0,47.0,40.0,26.15,25.32,1945.49,10.16,5.88,Kharif,Rainfed,River,2.5,No,114.48,West,Low,32.82
Maize,Harvest,Silt,7.95,50.4,1.47,1.03,76.0,48.5,20.0,13.62,75.7,2097.69,6.18,13.82,Rabi,Sprinkler,River,1.93,Yes,15.56,South,Low,4.44
Maize,Sowing,Loamy,6.18,21.75,0.51,2.02,76.0,48.5,20.0,22.73,71.27,984.49,5.7,6.2,Rabi,Drip,Groundwater,6.8,Yes,44.63,Central,Low,25.45
Rice,Sowing,Sandy,6.77,47.26,0.95,0.16,80.0,47.0,40.0,31.39,34.58,1035.32,8.59,9.22,Kharif,Rainfed,Rainwater,2.99,No,30.75,North,Low,15.29
Maize,Harvest,Silt,4.94,15.99,1.31,2.32,76.0,48.5,20.0,17.86,78.52,734.8,10.49,12.2,Zaid,Rainfed,Rainwater,9.13,No,34.14,East,Medium,18.75
Maize,Flowering,Sandy,7.59,20.37,0.7,1.04,76.0,48.5,20.0,37.58,76.87,1138.88,4.71,0.65,Rabi,Canal,Rainwater,6.36,No,52.76,West,Medium,60.06
Cotton,Vegetative,Silt,5.78,39.22,0.86,0.74,117.0,46.0,19.0,39.83,94.3,2309.19,6.57,13.55,Rabi,Drip,Groundwater,11.41,No,111.77,Central,Medium,92.42
Maize,Sowing,Silt,8.11,43.93,0.86,0.43,76.0,48.5,20.0,27.19,60.56,1265.68,10.85,5.62,Zaid,Drip,Reservoir,2.48,No,41.27,North,Low,20.35
Rice,Sowing,Clay,7.09,16.1,0.84,1.81,80.0,47.0,40.0,14.87,80.98,1072.91,9.72,10.28,Kharif,Canal,River,11.55,No,10.06,West,Medium,7.65
Cotton,Sowing,Clay,6.17,46.41,0.78,0.8,117.0,46.0,19.0,18.25,78.83,2405.87,10.94,3.2,Zaid,Rainfed,Rainwater,1.97,Yes,63.08,Central,Low,27.72
Cotton,Flowering,Silt,7.73,30.3,0.52,2.65,117.0,46.0,19.0,34.21,61.58,412.52,9.63,5.63,Kharif,Canal,Rainwater,6.96,No,38.1,East,Medium,43.33
Rice,Harvest,Clay,5.42,30.79,0.92,2.65,80.0,47.0,40.0,19.23,52.73,1722.81,6.1,11.56,Zaid,Canal,Reservoir,10.98,Yes,5.04,South,Low,1.8
Cotton,Flowering,Loamy,8.03,36.47,0.53,1.04,117.0,46.0,19.0,24.1,54.05,692.24,8.33,13.97,Rabi,Drip,Groundwater,5.63,Yes,111.41,North,Low,68.44
Maize,Vegetative,Silt,7.58,36.8,0.85,3.27,76.0,48.5,20.0,38.05,53.88,2010.11,4.63,4.59,Zaid,Canal,Reservoir,0.69,No,62.22,South,Medium,51.76
Maize,Flowering,Sandy,8.01,42.62,1.14,1.07,76.0,48.5,20.0,41.56,81.53,2337.82,7.55,1.94,Kharif,Canal,River,12.59,No,54.02,North,Medium,52.03
Maize,Sowing,Sandy,5.73,43.09,1.22,2.25,76.0,48.5,20.0,28.22,93.7,2339.47,5.18,6.54,Kharif,Drip,Groundwater,2.33,No,94.5,East,Low,47.45
Cotton,Harvest,Clay,6.45,62.1,0.41,0.8,117.0,46.0,19.0,16.97,86.33,780.35,7.27,10.1,Kharif,Drip,Reservoir,11.42,No,12.16,North,Low,3.13
Cotton,Harvest,Clay,7.19,29.47,0.45,0.83,117.0,46.0,19.0,37.85,61.69,1816.11,6.83,17.05,Kharif,Drip,River,13.42,No,21.47,East,Low,9.3
Maize,Flowering,Clay,8.09,31.49,0.82,2.92,76.0,48.5,20.0,25.32,85.78,1546.08,8.56,14.16,Kharif,Drip,Rainwater,1.52,No,73.36,North,Medium,68.03
Maize,Vegetative,Silt,5.16,59.38,0.66,1.55,76.0,48.5,20.0,17.3,58.73,2079.89,5.17,18.91,Zaid,Canal,Reservoir,14.05,Yes,43.36,North,Low,16.5
Maize,Flowering,Silt,5.36,32.7,0.7,0.76,76.0,48.5,20.0,20.49,40.86,2390.84,9.57,11.22,Zaid,Canal,Groundwater,6.06,Yes,117.42,Central,Low,71.81
Rice,Harvest,Silt,4.99,48.15,1.02,2.17,80.0,47.0,40.0,41.09,59.11,476.16,8.25,6.14,Kharif,Canal,River,10.18,Yes,3.7,South,Low,1.45
Cotton,Flowering,Loamy,5.92,33.9,0.71,3.1,117.0,46.0,19.0,13.15,81.58,430.81,7.64,13.34,Rabi,Drip,River,6.02,No,83.66,Central,Medium,74.77
Cotton,Vegetative,Clay,6.37,34.22,0.62,3.22,117.0,46.0,19.0,26.91,90.06,946.74,4.25,19.63,Zaid,Drip,Reservoir,3.62,No,15.98,North,Medium,12.26
Rice,Vegetative,Silt,7.43,16.73,1.56,3.22,80.0,47.0,40.0,34.83,92.4,862.12,8.16,5.54,Kharif,Canal,Groundwater,4.24,No,23.36,North,Medium,21.68
Rice,Sowing,Clay,6.96,45.39,0.99,2.57,80.0,47.0,40.0,34.67,62.2,2249.45,6.14,8.82,Rabi,Drip,Groundwater,1.95,No,67.74,North,Low,35.36
Maize,Vegetative,Clay,6.12,55.22,0.35,1.02,76.0,48.5,20.0,36.71,82.46,1120.62,8.0,1.1,Rabi,Rainfed,Rainwater,12.8,Yes,36.25,Central,Low,17.46
Cotton,Vegetative,Sandy,7.89,53.12,1.39,0.19,117.0,46.0,19.0,27.97,82.56,1839.85,4.8,18.33,Rabi,Canal,River,9.76,Yes,36.25,South,Low,16.45
Cotton,Harvest,Clay,5.39,28.47,1.48,2.94,117.0,46.0,19.0,26.34,58.0,2337.92,4.16,2.14,Rabi,Canal,Rainwater,1.3,No,76.79,West,Low,30.12
Rice,Vegetative,Loamy,5.56,14.97,1.0,3.47,80.0,47.0,40.0,20.29,53.26,719.5,4.25,3.91,Zaid,Sprinkler,Reservoir,6.69,No,114.42,Central,Medium,92.13
Cotton,Sowing,Loamy,5.11,57.3,0.89,1.98,117.0,46.0,19.0,22.82,40.8,2060.86,8.06,18.22,Zaid,Canal,Rainwater,2.34,No,1.79,South,Low,0.74
Maize,Harvest,Clay,6.78,62.24,0.7,2.9,76.0,48.5,20.0,27.99,64.68,2003.78,8.21,8.95,Rabi,Canal,Groundwater,7.82,Yes,47.92,Central,Low,13.79
Cotton,Flowering,Sandy,7.03,51.89,1.49,0.62,117.0,46.0,19.0,22.41,79.99,2313.24,10.61,13.84,Rabi,Sprinkler,Rainwater,3.83,Yes,11.78,South,Low,6.15
Cotton,Flowering,Clay,6.2,19.01,0.81,0.69,117.0,46.0,19.0,15.12,57.35,2466.59,6.4,11.3,Kharif,Drip,River,3.64,Yes,23.23,South,Medium,21.23
Cotton,Flowering,Sandy,7.81,30.53,1.25,0.47,117.0,46.0,19.0,25.03,76.36,433.82,7.49,2.91,Kharif,Canal,Reservoir,5.99,No,92.0,South,Low,65.64
Cotton,Flowering,Silt,8.04,22.86,1.26,1.23,117.0,46.0,19.0,41.2,90.07,1817.0,5.24,16.13,Kharif,Canal,Rainwater,7.36,Yes,6.83,North,Medium,7.79
Maize,Flowering,Clay,5.76,30.41,0.68,0.89,76.0,48.5,20.0,13.58,56.47,2187.47,8.06,11.31,Rabi,Sprinkler,Reservoir,4.78,No,65.61,South,Medium,55.08
Cotton,Harvest,Clay,5.11,58.88,1.01,0.6,117.0,46.0,19.0,31.21,52.82,348.96,8.74,8.5,Zaid,Drip,Groundwater,10.17,No,50.66,West,Low,18.43
Maize,Vegetative,Loamy,7.27,40.74,0.3,1.41,76.0,48.5,20.0,35.93,64.41,1928.07,9.13,2.17,Zaid,Rainfed,Groundwater,0.32,Yes,93.8,Central,Low,51.73
Maize,Sowing,Loamy,8.01,20.64,0.64,1.04,76.0,48.5,20.0,25.97,77.67,1427.02,9.99,15.42,Rabi,Canal,Groundwater,14.15,No,95.97,West,Medium,81.48
Rice,Sowing,Sandy,6.88,30.99,1.51,1.63,80.0,47.0,40.0,34.36,26.02,1330.9,6.34,9.26,Zaid,Rainfed,River,0.88,Yes,98.47,East,Low,58.31
Rice,Harvest,Silt,7.23,63.61,0.68,1.41,80.0,47.0,40.0,18.24,65.29,1434.5,10.57,8.54,Zaid,Rainfed,River,7.86,Yes,108.65,South,Low,27.87
Rice,Harvest,Loamy,7.39,42.64,0.87,2.73,80.0,47.0,40.0,12.41,76.94,976.04,7.28,15.58,Rabi,Drip,River,9.17,No,66.1,North,Low,20.34
Maize,Vegetative,Silt,5.69,52.52,0.54,3.22,76.0,48.5,20.0,29.1,42.99,2008.05,10.56,11.6,Zaid,Rainfed,Reservoir,2.48,No,119.07,Central,Medium,78.54
Cotton,Harvest,Loamy,4.95,33.64,0.48,0.44,117.0,46.0,19.0,36.4,26.01,2272.54,5.61,15.21,Rabi,Sprinkler,River,4.29,Yes,62.79,West,Low,25.92
Cotton,Flowering,Loamy,5.62,48.07,1.49,2.43,117.0,46.0,19.0,24.67,55.02,507.32,9.26,8.87,Kharif,Sprinkler,Reservoir,6.04,No,54.61,South,Low,30.84
Maize,Sowing,Sandy,7.91,27.4,0.76,2.39,76.0,48.5,20.0,12.22,92.26,380.97,6.41,2.09,Zaid,Drip,River,13.28,No,84.16,Central,Low,48.49
Maize,Flowering,Silt,6.63,61.54,0.79,2.5,76.0,48.5,20.0,30.53,42.89,536.61,8.94,13.41,Rabi,Drip,Rainwater,14.73,No,63.04,Central,Medium,45.9
Rice,Sowing,Loamy,6.82,26.02,0.94,1.83,80.0,47.0,40.0,33.91,28.34,604.69,7.78,19.97,Zaid,Canal,Groundwater,8.9,No,109.56,East,Low,67.31
Maize,Vegetative,Sandy,5.14,48.77,1.32,0.69,76.0,48.5,20.0,20.59,55.16,2275.81,4.41,0.69,Rabi,Drip,Reservoir,9.52,No,69.2,East,Low,30.47
Rice,Vegetative,Sandy,5.88,53.08,1.03,2.53,80.0,47.0,40.0,27.09,48.95,816.81,8.2,1.3,Rabi,Canal,Reservoir,5.8,No,110.93,South,Low,49.94
Rice,Flowering,Silt,4.97,61.4,0.61,2.52,80.0,47.0,40.0,30.07,54.72,429.6,7.68,4.85,Kharif,Rainfed,Rainwater,10.87,Yes,110.98,West,Low,61.93
Cotton,Harvest,Loamy,5.44,59.18,1.52,1.8,117.0,46.0,19.0,37.38,69.93,838.8,4.09,2.0,Kharif,Drip,Rainwater,5.19,No,67.67,South,Low,22.0
Rice,Vegetative,Loamy,6.71,17.56,1.34,0.71,80.0,47.0,40.0,32.93,59.52,1868.71,8.24,15.11,Rabi,Canal,Reservoir,10.07,Yes,98.66,South,Medium,89.98
Cotton,Harvest,Loamy,6.28,23.48,1.07,3.01,117.0,46.0,19.0,19.74,66.36,580.41,10.64,2.18,Kharif,Drip,Reservoir,6.32,Yes,111.85,South,Low,42.7
Cotton,Vegetative,Silt,6.12,50.22,0.97,2.35,117.0,46.0,19.0,34.37,33.23,1594.35,5.24,4.95,Rabi,Sprinkler,Reservoir,0.48,No,48.6,West,Medium,34.47
Cotton,Flowering,Loamy,5.55,55.38,1.32,3.14,117.0,46.0,19.0,37.27,69.41,1996.79,8.14,0.84,Rabi,Sprinkler,River,8.51,No,112.85,West,Medium,93.51
